Borough,District,School,School Name,School Category,Program,Language,Language (Translated),General/Special Education,Special Education Model,School Address,Address,Borough_check,State,Zipcode,schools_language
Queens,30,30Q166,P.S. 166 Henry Gradstein,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"33-09 35 AVENUE, QUEENS, NY, 11106",33-09 35 AVENUE,Queens,NY,11106,32
Queens,30,30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,Special Education,ICT,"36-41 28 STREET, QUEENS, NY, 11106",36-41 28 STREET,Queens,NY,11106,32
Queens,30,30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"36-41 28 STREET, QUEENS, NY, 11106",36-41 28 STREET,Queens,NY,11106,32
Queens,30,30Q212,P.S. 212,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"34-25 82 STREET, QUEENS, NY, 11372",34-25 82 STREET,Queens,NY,11372,32
Queens,30,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,Early Childhood,Dual Language,Spanish,Español,General Education,Not Applicable,"86-15 37 AVENUE, QUEENS, NY, 11372",86-15 37 AVENUE,Queens,NY,11372,32
Queens,30,30Q228,The Ivan Lafayette Early Childhood School of the Arts,Early Childhood,Dual Language,Spanish,Español,General Education,Not Applicable,"32-63 93 STREET, QUEENS, NY, 11369",32-63 93 STREET,Queens,NY,11369,32
Queens,30,30Q228,The Ivan Lafayette Early Childhood School of the Arts,Early Childhood,Dual Language,Spanish,Español,Special Education,ICT,"32-63 93 STREET, QUEENS, NY, 11369",32-63 93 STREET,Queens,NY,11369,32
Queens,30,30Q228,The Ivan Lafayette Early Childhood School of the Arts,Early Childhood,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"32-63 93 STREET, QUEENS, NY, 11369",32-63 93 STREET,Queens,NY,11369,32
Queens,30,30Q230,I.S. 230,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"73-10 34 AVENUE, JACKSON HEIGHTS, NY, 11372",73-10 34 AVENUE,Jackson Heights,NY,11372,32
Queens,30,30Q235,Academy for New Americans,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"30-14 30 STREET, QUEENS, NY, 11102",30-14 30 STREET,Queens,NY,11102,32
Queens,30,30Q280,PS280Q: Home of the Lionhearts,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"34-20 94TH STREET, QUEENS, NY, 11372",34-20 94TH STREET,Queens,NY,11372,32
Queens,30,30Q329,East Elmhurst Community School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"26-25 97 STREET, QUEENS, NY, 11369",26-25 97 STREET,Queens,NY,11369,32
Queens,30,30Q398,The Hector Figueroa School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"69-01 34TH AVENUE, QUEENS, NY, 11377",69-01 34TH AVENUE,Queens,NY,11377,32
Queens,30,30Q445,William Cullen Bryant High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"48-10 31 AVENUE, QUEENS, NY, 11103",48-10 31 AVENUE,Queens,NY,11103,32
Queens,30,30Q450,Long Island City High School,High school,Dual Language,Spanish,Español,General Education,Not Applicable,"14-30 BROADWAY, QUEENS, NY, 11106",14-30 BROADWAY,Queens,NY,11106,32
Queens,30,30Q555,ATLAS,High school,Dual Language,Spanish,Español,General Education,Not Applicable,"28-01 41 AVENUE, QUEENS, NY, 11101",28-01 41 AVENUE,Queens,NY,11101,32
Queens,30,30Q555,ATLAS,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"28-01 41 AVENUE, QUEENS, NY, 11101",28-01 41 AVENUE,Queens,NY,11101,32
Queens,30,30Q555,ATLAS,High school,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"28-01 41 AVENUE, QUEENS, NY, 11101",28-01 41 AVENUE,Queens,NY,11101,32
Staten Island,31,31R016,P.S. 016 John J. Driscoll,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"195 DANIEL LOW TERRACE, STATEN ISLAND, NY, 10301",195 DANIEL LOW TERRACE,Staten Island,NY,10301,14
Staten Island,31,31R019,P.S. 019 The Curtis School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"780 POST AVENUE, STATEN ISLAND, NY, 10310",780 POST AVENUE,Staten Island,NY,10310,14
Staten Island,31,31R020,P.S. 020 Port Richmond,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"161 PARK AVENUE, STATEN ISLAND, NY, 10302",161 PARK AVENUE,Staten Island,NY,10302,14
Staten Island,31,31R020,P.S. 020 Port Richmond,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"161 PARK AVENUE, STATEN ISLAND, NY, 10302",161 PARK AVENUE,Staten Island,NY,10302,14
Staten Island,31,31R022,P.S. 022 Graniteville,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1860 FOREST AVENUE, STATEN ISLAND, NY, 10303",1860 FOREST AVENUE,Staten Island,NY,10303,14
Staten Island,31,31R022,P.S. 022 Graniteville,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"1860 FOREST AVENUE, STATEN ISLAND, NY, 10303",1860 FOREST AVENUE,Staten Island,NY,10303,14
Staten Island,31,31R022,P.S. 022 Graniteville,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1,"1860 FOREST AVENUE, STATEN ISLAND, NY, 10303",1860 FOREST AVENUE,Staten Island,NY,10303,14
Staten Island,31,31R022,P.S. 022 Graniteville,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"1860 FOREST AVENUE, STATEN ISLAND, NY, 10303",1860 FOREST AVENUE,Staten Island,NY,10303,14
Staten Island,31,31R044,P.S. 044 Thomas C. Brown,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"80 MAPLE PARKWAY, STATEN ISLAND, NY, 10303",80 MAPLE PARKWAY,Staten Island,NY,10303,14
Staten Island,31,31R051,I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"80 WILLOWBROOK ROAD, STATEN ISLAND, NY, 10302",80 WILLOWBROOK ROAD,Staten Island,NY,10302,14
Staten Island,31,31R057,P.S. 057 Hubert H. Humphrey,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"140 PALMA DRIVE, STATEN ISLAND, NY, 10304",140 PALMA DRIVE,Staten Island,NY,10304,14
Staten Island,31,31R061,I.S. 061 William A Morris,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,Special Education,ICT,"445 CASTLETON AVENUE, STATEN ISLAND, NY, 10301",445 CASTLETON AVENUE,Staten Island,NY,10301,14
Staten Island,31,31R084,The Waverly Academy of Empowered Learners,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"45 WAVERLY PLACE, STATEN ISLAND, NY, 10304",45 WAVERLY PLACE,Staten Island,NY,10304,14
Staten Island,31,31R450,Curtis High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"105 HAMILTON AVENUE, STATEN ISLAND, NY, 10301",105 HAMILTON AVENUE,Staten Island,NY,10301,14
Brooklyn,32,32K086,P.S. 086 The Irvington,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"220 IRVING AVENUE, BROOKLYN, NY, 11237",220 IRVING AVENUE,Brooklyn,NY,11237,18
Brooklyn,32,32K106,P.S. 106 Edward Everett Hale,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1328 PUTNAM AVENUE, BROOKLYN, NY, 11221",1328 PUTNAM AVENUE,Brooklyn,NY,11221,18
Brooklyn,32,32K106,P.S. 106 Edward Everett Hale,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"1328 PUTNAM AVENUE, BROOKLYN, NY, 11221",1328 PUTNAM AVENUE,Brooklyn,NY,11221,18
Brooklyn,32,32K116,P.S. 116 Elizabeth L Farrell,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"515 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11237",515 KNICKERBOCKER AVENUE,Brooklyn,NY,11237,18
Brooklyn,32,32K123,P.S. 123 Suydam,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"100 IRVING AVENUE, BROOKLYN, NY, 11237",100 IRVING AVENUE,Brooklyn,NY,11237,18
Brooklyn,32,32K145,P.S. 145 Andrew Jackson,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"100 NOLL STREET, BROOKLYN, NY, 11206",100 NOLL STREET,Brooklyn,NY,11206,18
Brooklyn,32,32K151,P.S. 151 Lyndon B. Johnson,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"763 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11207",763 KNICKERBOCKER AVENUE,Brooklyn,NY,11207,18
Brooklyn,32,32K162,J.H.S. 162 The Willoughby,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1390 WILLOUGHBY AVENUE, BROOKLYN, NY, 11237",1390 WILLOUGHBY AVENUE,Brooklyn,NY,11237,18
Brooklyn,32,32K274,P.S. 274 Kosciusko,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"800 BUSHWICK AVENUE, BROOKLYN, NY, 11221",800 BUSHWICK AVENUE,Brooklyn,NY,11221,18
Brooklyn,32,32K291,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"231 PALMETTO STREET, BROOKLYN, NY, 11221",231 PALMETTO STREET,Brooklyn,NY,11221,18
Brooklyn,32,32K291,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"231 PALMETTO STREET, BROOKLYN, NY, 11221",231 PALMETTO STREET,Brooklyn,NY,11221,18
Brooklyn,32,32K299,P.S. 299 Thomas Warren Field,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"88 WOODBINE STREET, BROOKLYN, NY, 11221",88 WOODBINE STREET,Brooklyn,NY,11221,18
Brooklyn,32,32K347,I.S. 347 School of Humanities,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"35 STARR STREET, BROOKLYN, NY, 11221",35 STARR STREET,Brooklyn,NY,11221,18
Brooklyn,32,32K376,P.S. 376,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"194 HARMAN STREET, BROOKLYN, NY, 11237",194 HARMAN STREET,Brooklyn,NY,11237,18
Brooklyn,32,32K383,J.H.S. 383 Philippa Schuyler,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1300 GREENE AVENUE, BROOKLYN, NY, 11237",1300 GREENE AVENUE,Brooklyn,NY,11237,18
Brooklyn,32,32K384,P.S. /I.S. 384 Frances E. Carter,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"242 COOPER STREET, BROOKLYN, NY, 11207",242 COOPER STREET,Brooklyn,NY,11207,18
Brooklyn,32,32K384,P.S. /I.S. 384 Frances E. Carter,K-8,Dual Language,Spanish,Español,Special Education,ICT,"242 COOPER STREET, BROOKLYN, NY, 11207",242 COOPER STREET,Brooklyn,NY,11207,18
Brooklyn,32,32K562,Evergreen Middle School for Urban Exploration,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"125 COVERT STREET, BROOKLYN, NY, 11207",125 COVERT STREET,Brooklyn,NY,11207,18
Brooklyn,75,75K373,P.S. 373 - Brooklyn Transition Center,High school,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"185 ELLERY STREET, BROOKLYN, NY, 11206",185 ELLERY STREET,Brooklyn,NY,11206,26
Brooklyn,75,75K721,P.S. K721 - Brooklyn Occupational Training Center,K-12 all grades,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"64 AVENUE X, BROOKLYN, NY, 11223",64 AVENUE X,Brooklyn,NY,11223,26
Brooklyn,75,75K721,P.S. K721 - Brooklyn Occupational Training Center,K-12 all grades,Transitional Bilingual Education,Spanish,Español,Special Education,6:1:1,"64 AVENUE X, BROOKLYN, NY, 11223",64 AVENUE X,Brooklyn,NY,11223,26
Brooklyn,75,75K811,P.S. K811 Connie Lekas School,Secondary School,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:4,"2525 HARING STREET, BROOKLYN, NY, 11235",2525 HARING STREET,Brooklyn,NY,11235,26
Manhattan,75,75M079,P.S. M079 - Horan School,Secondary School,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"55 EAST 120 STREET, MANHATTAN, NY, 10035",55 EAST 120 STREET,Manhattan,NY,10035,26
Manhattan,75,75M226,P.S. M226,K-12 all grades,Dual Language,Spanish,Español,Special Education,6:1:1,"345 EAST 15TH STREET, MANHATTAN, NY, 10003",345 EAST 15TH STREET,Manhattan,NY,10003,26
Queens,75,75Q009,P.S. 009,K-8,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"58-74 57 STREET, QUEENS, NY, 11378",58-74 57 STREET,Queens,NY,11378,26
Queens,75,75Q023,P.S. Q023 @ Queens Children Center,K-12 all grades,Dual Language,Spanish,Español,Special Education,8:1:1,"48-29 37 STREET, QUEENS, NY, 11101",48-29 37 STREET,Queens,NY,11101,26
Queens,75,75Q255,P.S. Q255,K-12 all grades,Dual Language,Spanish,Español,Special Education,6:1:1,"158-40 76 ROAD, QUEENS, NY, 11366",158-40 76 ROAD,Queens,NY,11366,26
Queens,75,75Q277,The Riverview School,K-12 all grades,Dual Language,Spanish,Español,Special Education,12:1:1,"50-15 44TH STREET, QUEENS, NY, 11377",50-15 44TH STREET,Queens,NY,11377,26
Queens,75,75Q277,The Riverview School,K-12 all grades,Dual Language,Spanish,Español,Special Education,8:1:1,"50-15 44TH STREET, QUEENS, NY, 11377",50-15 44TH STREET,Queens,NY,11377,26
Staten Island,75,75R373,P.S. R373,K-8,Dual Language,Spanish,Español,Special Education,12:1:1,"91 HENDERSON AVENUE, STATEN ISLAND, NY, 10301",91 HENDERSON AVENUE,Staten Island,NY,10301,26
Bronx,75,75X010,P.S. X010,K-12 all grades,Transitional Bilingual Education,Spanish,Español,Special Education,6:1:1,"2750 LAFAYETTE AVENUE, BRONX, NY, 10465",2750 LAFAYETTE AVENUE,Bronx,NY,10465,26
Bronx,75,75X168,P.S. 168,K-12 all grades,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"3050 WEBSTER AVENUE, BRONX, NY, 10467",3050 WEBSTER AVENUE,Bronx,NY,10467,26
Bronx,75,75X168,P.S. 168,K-12 all grades,Transitional Bilingual Education,Spanish,Español,Special Education,8:1:1,"3050 WEBSTER AVENUE, BRONX, NY, 10467",3050 WEBSTER AVENUE,Bronx,NY,10467,26
Bronx,75,75X186,P186X Walter J. Damrosch School,K-8,Dual Language,Spanish,Español,Special Education,12:1:1,"750 JENNINGS STREET, BRONX, NY, 10459",750 JENNINGS STREET,Bronx,NY,10459,26
Bronx,75,75X186,P186X Walter J. Damrosch School,K-8,Dual Language,Spanish,Español,Special Education,8:1:1,"750 JENNINGS STREET, BRONX, NY, 10459",750 JENNINGS STREET,Bronx,NY,10459,26
Bronx,75,75X186,P186X Walter J. Damrosch School,K-8,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"750 JENNINGS STREET, BRONX, NY, 10459",750 JENNINGS STREET,Bronx,NY,10459,26
Bronx,75,75X188,P.S. X188,K-12 all grades,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"770 GROTE STREET, BRONX, NY, 10460",770 GROTE STREET,Bronx,NY,10460,26
Bronx,75,75X643,P.S. X643,K-8,Dual Language,Spanish,Español,Special Education,8:1:1,"639 ST ANNS AVENUE, BRONX, NY, 10455",639 ST ANNS AVENUE,Bronx,NY,10455,26
Bronx,75,75X721,P.S. X721 - Stephen McSweeney School,High school,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"2697 WESTCHESTER AVENUE, BRONX, NY, 10461",2697 WESTCHESTER AVENUE,Bronx,NY,10461,26
Bronx,75,75X721,P.S. X721 - Stephen McSweeney School,High school,Transitional Bilingual Education,Spanish,Español,Special Education,6:1:1,"2697 WESTCHESTER AVENUE, BRONX, NY, 10461",2697 WESTCHESTER AVENUE,Bronx,NY,10461,26
Bronx,75,75X754,J. M. Rapport School Career Development,High school,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"470 JACKSON AVENUE, BRONX, NY, 10455",470 JACKSON AVENUE,Bronx,NY,10455,26
Bronx,75,75X811,P.S. X811,Secondary School,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"1434 LONGFELLOW AVENUE, BRONX, NY, 10459",1434 LONGFELLOW AVENUE,Bronx,NY,10459,26
Bronx,75,75X811,P.S. X811,Secondary School,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:4,"1434 LONGFELLOW AVENUE, BRONX, NY, 10459",1434 LONGFELLOW AVENUE,Bronx,NY,10459,26
Bronx,75,75X811,P.S. X811,Secondary School,Transitional Bilingual Education,Spanish,Español,Special Education,6:1:1,"1434 LONGFELLOW AVENUE, BRONX, NY, 10459",1434 LONGFELLOW AVENUE,Bronx,NY,10459,26
Manhattan,79,79M973,Restart Academy,Ungraded,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"444 WEST 56 STREET, MANHATTAN, NY, 10019",444 WEST 56 STREET,Manhattan,NY,10019,2
Queens,79,79Q950,Pathways to Graduation,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"90-01 SUTPHIN BOULEVARD, QUEENS, NY, 11435",90-01 SUTPHIN BOULEVARD,Queens,NY,11435,2
Brooklyn,14,14K071,Juan Morel Campos Secondary School,Secondary School,Transitional Bilingual Education,Indo-European,יידיש,Special Education,12:1:1,"215 HEYWARD STREET, BROOKLYN, NY, 11206",215 HEYWARD STREET,Brooklyn,NY,11206,3
Brooklyn,14,14K380,P.S. 380 John Wayne Elementary,Elementary,Transitional Bilingual Education,Indo-European,יידיש,Special Education,12:1:1,"370 MARCY AVENUE, BROOKLYN, NY, 11206",370 MARCY AVENUE,Brooklyn,NY,11206,3
Brooklyn,75,75K370,P.S. 370,K-12 all grades,Transitional Bilingual Education,Indo-European,יידיש,Special Education,12:1:1,"3000 WEST 1 STREET, BROOKLYN, NY, 11224",3000 WEST 1 STREET,Brooklyn,NY,11224,2
Brooklyn,75,75K721,P.S. K721 - Brooklyn Occupational Training Center,K-12 all grades,Transitional Bilingual Education,Indo-European,יידיש,Special Education,6:1:1,"64 AVENUE X, BROOKLYN, NY, 11223",64 AVENUE X,Brooklyn,NY,11223,2
